"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose","NoName","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN","Area","MHP","MedianHomePrice"
"11",507391,"Pothole","Closed","Large pothole, almost three feet wide","04/17/2018 09:18:11 AM","04/17/2018 09:46:27 AM","(21.310804029, -157.858695907)",2018-04-17 09:18:11,2018-04-17 09:46:27,"RoadSafety",1696s (~28.27 minutes),0.0028042328042328,1157,21.310804029,-157.858695907,"HI",1157,1,1312.5043,NA,"AggieReverseGeocoder",NA,4.01,"130 S Beretania St","Urban Honolulu","HI",96813,2702,21009027,"UrbanHNL",683000,"600k+"
"12",504939,"Broken / Vandalized signs","Closed","No parking sign falling fown","04/11/2018 08:35:11 AM","04/11/2018 12:01:16 PM","(21.391887307, -157.718360254)",2018-04-11 08:35:11,2018-04-11 12:01:16,"RoadSafety",12365s (~3.43 hours),0.0204447751322751,1077,21.391887307,-157.718360254,"HI",1077,1,736.9224,NA,"AggieReverseGeocoder",NA,4.01,"901 Aalapapa Dr","Waimanalo","HI",96734,3117,43007049,"Windward",604900,"600k+"
"13",500241,"Light","Closed","light disconnected with removal of old pole & taped to new pole","03/31/2018 11:35:27 AM","04/02/2018 09:30:56 AM","(21.260564926, -157.790607028)",2018-03-31 11:35:27,2018-04-02 09:30:56,"RoadSafety",165329s (~1.91 days),0.273361441798942,697,21.260564926,-157.790607028,"HI",697,1,249.9651,NA,"AggieReverseGeocoder",NA,4.01,"4388 Kahala Ave","Urban Honolulu","HI",96816,4856,35013003,"UrbanHNL",683000,"600k+"
"14",497020,"Homeless","Closed","looks like a homeless is setting up house under the Mccully bridge.","03/23/2018 11:17:35 PM","03/27/2018 09:16:11 AM","(21.297992674, -157.829230301)",2018-03-23 23:17:35,2018-03-27 09:16:11,"Homeless",295116s (~3.42 days),0.487956349206349,1094,21.297992674,-157.829230301,"HI",1094,1,956.4021,NA,"AggieReverseGeocoder",NA,4.01,"1945 Bingham St","Urban Honolulu","HI",96826,1329,28010057,"UrbanHNL",683000,"600k+"
"15",491641,"Trash","Closed","tires, trash, furniture and appliances","03/12/2018 10:45:41 AM","03/12/2018 10:46:56 AM","(21.314986637, -157.669970208)",2018-03-12 10:45:41,2018-03-12 10:46:56,"Trash",75s (~1.25 minutes),0.000124007936507937,381,21.314986637,-157.669970208,"HI",381,1,312.5294,NA,"AggieReverseGeocoder",NA,4.01,"1492 Honokahua St","East Honolulu","HI",96825,3041,39104004,"EastHNL",959800,"900k+"
"16",490223,"Light","Closed","This is an official CitySourced test. Please ignore. Call me if needed but you should ignore this test service request.","03/08/2018 02:18:17 PM","03/09/2018 07:43:29 AM","(21.3067801, -157.8627595)",2018-03-08 14:18:17,2018-03-09 07:43:29,"RoadSafety",62712s (~17.42 hours),0.103690476190476,1363,21.3067801,-157.8627595,"HI",1363,1,312.4744,NA,"AggieReverseGeocoder",NA,4.01,"701 Bishop St","Urban Honolulu","HI",96813,4814,21014003,"UrbanHNL",683000,"600k+"
"17",487359,"Pothole","Closed","Pot hole on the right hand lane on Hamakua. Cactus restaurant will be on the right heading-towards kimots surf hut and kalapawai market.","03/02/2018 10:49:29 PM","03/05/2018 07:53:10 AM","(21.39305952, -157.744902832)",2018-03-02 22:49:29,2018-03-05 07:53:10,"RoadSafety",205421s (~2.38 days),0.339651124338624,654,21.39305952,-157.744902832,"HI",654,1,265.5443,NA,"AggieReverseGeocoder",NA,4.01,"767 Kailua Rd","Waimanalo","HI",96734,2842,42038025,"Windward",604900,"600k+"
"18",479921,"Pothole","Closed","Pavement is sinking/cracking","02/17/2018 07:58:47 AM","02/20/2018 08:51:07 AM","(21.334238418, -157.854441092)",2018-02-17 07:58:47,2018-02-20 08:51:07,"RoadSafety",262340s (~3.04 days),0.433763227513227,78,21.334238418,-157.854441092,"HI",78,1,1203.1715,NA,"AggieReverseGeocoder",NA,4.01,"1156 Alewa Dr","Urban Honolulu","HI",96817,1543,18033022,"UrbanHNL",683000,"600k+"
"19",478389,"Light","Closed","Cement around pole broken","02/13/2018 11:49:33 AM","02/13/2018 11:57:27 AM","(21.306867693, -157.855690346)",2018-02-13 11:49:33,2018-02-13 11:57:27,"RoadSafety",474s (~7.9 minutes),0.000783730158730159,862,21.306867693,-157.855690346,"HI",862,1,1348.8814,NA,"AggieReverseGeocoder",NA,4.01,"1250 Punchbowl St","Urban Honolulu","HI",96813,2416,21018047,"UrbanHNL",683000,"600k+"
"20",477942,"Broken / Vandalized signs","Closed","Test  please ignore","02/12/2018 05:11:38 PM","02/13/2018 07:53:53 AM","(21.304304023, -157.854148977)",2018-02-12 17:11:38,2018-02-13 07:53:53,"RoadSafety",52935s (~14.7 hours),0.0875248015873016,560,21.304304023,-157.854148977,"HI",560,1,187.5195,NA,"AggieReverseGeocoder",NA,4.01,"1130 Alapai St","Urban Honolulu","HI",96813,2584,21033010,"UrbanHNL",683000,"600k+"
"21",477212,"Trash","Closed","Difficult for vehicles to turn down Frog Lane. Sidewalk blocked to pedestrians.","02/11/2018 08:02:01 AM","02/12/2018 10:08:03 AM","(21.320562833, -157.857656366)",2018-02-11 08:02:01,2018-02-12 10:08:03,"Trash",93962s (~1.09 days),0.15536044973545,901,21.320562833,-157.857656366,"HI",901,1,1002.019,NA,"AggieReverseGeocoder",NA,4.01,"303 Puuhue Pl","Urban Honolulu","HI",96817,3132,17018059,"UrbanHNL",683000,"600k+"
"22",477210,"Trash","Closed","Has become a chronic place for dumping and debris spills into street making it difficult for vehicles to turn down Frog Lane. Sidewalk blocked to pedestrians.","02/11/2018 08:00:16 AM","02/12/2018 10:07:35 AM","(21.320562833, -157.857656366)",2018-02-11 08:00:16,2018-02-12 10:07:35,"Trash",94039s (~1.09 days),0.155487764550265,1442,21.320562833,-157.857656366,"HI",1442,1,0,NA,"AggieReverseGeocoder",NA,4.01,"303 Puuhue Pl","Urban Honolulu","HI",96817,3132,17018059,"UrbanHNL",683000,"600k+"
"23",475094,"Tree","Closed","Large Cabbage tree has uplifted sidewalk, a tripping hazard.","02/05/2018 07:55:31 AM","02/05/2018 10:35:25 AM","(21.2879757, -157.692015)",2018-02-05 07:55:31,2018-02-05 10:35:25,"Tree",9594s (~2.66 hours),0.0158630952380952,1682,21.2879757,-157.692015,"HI",1682,1,312.5481,NA,"AggieReverseGeocoder",NA,4.01,"693 Kapaia St","East Honolulu","HI",96825,2415,39064009,"EastHNL",959800,"900k+"
"24",472329,"Homeless","Closed","Lots of junk stored for a long time","01/28/2018 10:26:40 AM","01/29/2018 11:04:20 AM","(21.296152596, -157.805192947)",2018-01-28 10:26:40,2018-01-29 11:04:20,"Homeless",88660s (~1.03 days),0.146593915343915,275,21.296152596,-157.805192947,"HI",275,1,762.175,NA,"AggieReverseGeocoder",NA,4.01,"1574 Alencastre St","Urban Honolulu","HI",96816,1937,33052016,"UrbanHNL",683000,"600k+"
"25",463887,"Trash","Closed","Intersection of 10th Ave and LadI Road.  Big & Bulky Trash has been there since 12/20.  Pile continues to grow.  All other areas in Palolo have been picked up.","01/03/2018 07:56:09 PM","01/04/2018 08:57:35 AM","(21.305473835, -157.788531934)",2018-01-03 19:56:09,2018-01-04 08:57:35,"Trash",46886s (~13.02 hours),0.0775231481481481,133,21.305473835,-157.788531934,"HI",133,1,377.028,NA,"AggieReverseGeocoder",NA,4.01,"2515 Lai Rd","Urban Honolulu","HI",96816,3513,34012043,"UrbanHNL",683000,"600k+"
"26",462548,"Trash","Closed","Old mattress, chair, box spring, refrigerator, 2 file cabinets","12/29/2017 08:16:30 PM","01/03/2018 10:34:50 AM","(21.30877166, -157.848954248)",2017-12-29 20:16:30,2018-01-03 10:34:50,"Trash",397100s (~4.6 days),0.656580687830688,118,21.30877166,-157.848954248,"HI",118,1,1249.8991,NA,"AggieReverseGeocoder",NA,4.01,"711 Prospect St","Urban Honolulu","HI",96813,1939,21039030,"UrbanHNL",683000,"600k+"
"27",460154,"Vehicle","Closed","IN TO TOW","12/20/2017 12:03:57 AM","12/20/2017 07:55:00 AM","(21.329332342, -157.865476445)",2017-12-20 00:03:57,2017-12-20 07:55:00,"Vehicle",28263s (~7.85 hours),0.0467311507936508,1726,21.329332342,-157.865476445,"HI",1726,1,1410.4344,NA,"AggieReverseGeocoder",NA,4.01,"1127 N School St","Urban Honolulu","HI",96817,2912,16006036,"UrbanHNL",683000,"600k+"
"28",459949,"Vehicle","Closed","Older white Toyota Corolla 4dr sedan","12/19/2017 08:20:17 AM","12/19/2017 08:28:43 AM","(21.272843817, -157.795520929)",2017-12-19 08:20:17,2017-12-19 08:28:43,"Vehicle",506s (~8.43 minutes),0.000836640211640212,1076,21.272843817,-157.795520929,"HI",1076,1,439.8162,NA,"AggieReverseGeocoder",NA,4.01,"3944 Maunaloa Ave","Urban Honolulu","HI",96816,8104,32052004,"UrbanHNL",683000,"600k+"
"29",459337,"Vehicle","Closed","Need to tow","12/17/2017 12:52:32 PM","12/18/2017 08:23:38 AM","(21.329310619, -157.865497483)",2017-12-17 12:52:32,2017-12-18 08:23:38,"Vehicle",70266s (~19.52 hours),0.116180555555556,1328,21.329310619,-157.865497483,"HI",1328,1,1015.6533,NA,"AggieReverseGeocoder",NA,4.01,"1127 N School St","Urban Honolulu","HI",96817,2912,16006036,"UrbanHNL",683000,"600k+"
"30",459227,"Vehicle","Closed","Abandoned vehicle with multiple citations has been parked and unmoved for at least 2 months. License plates have been removed. Please tow immediately.","12/16/2017 05:36:47 PM","12/18/2017 08:29:14 AM","(21.330218584, -157.857818609)",2017-12-16 17:36:47,2017-12-18 08:29:14,"Vehicle",139947s (~1.62 days),0.231393849206349,918,21.330218584,-157.857818609,"HI",918,1,1328.0899,NA,"AggieReverseGeocoder",NA,4.01,"922 Lolena St","Urban Honolulu","HI",96817,2141,18020013,"UrbanHNL",683000,"600k+"
"31",459165,"Vehicle","Closed","Abandoned van has had multiple citations and still has not been towed. It has been parked here for about 2 months and has never been moved. It does not have license plates. Please tow.","12/16/2017 09:10:52 AM","12/18/2017 08:28:49 AM","(21.330189465, -157.857734165)",2017-12-16 09:10:52,2017-12-18 08:28:49,"Vehicle",170277s (~1.97 days),0.281542658730159,823,21.330189465,-157.857734165,"HI",823,1,730.6763,NA,"AggieReverseGeocoder",NA,4.01,"922 Lolena St","Urban Honolulu","HI",96817,2141,18020013,"UrbanHNL",683000,"600k+"
"32",459025,"Vehicle","Closed","White 2 door Chevy Silverado.","12/15/2017 12:48:53 PM","12/19/2017 03:43:31 PM","(21.436429913, -158.166705994)",2017-12-15 12:48:53,2017-12-19 15:43:31,"Vehicle",356078s (~4.12 days),0.588753306878307,1123,21.436429913,-158.166705994,"HI",1123,1,1093.6872,NA,"AggieReverseGeocoder",NA,4.01,"86-405 LUALUALEI HMSTD RD","Waianae","HI",96792,NA,93059,"Leeward",375100,"300k+"
"33",458964,"Vehicle","Closed","As described above","12/15/2017 09:40:30 AM","12/18/2017 08:26:06 AM","(21.334727, -157.8614604)",2017-12-15 09:40:30,2017-12-18 08:26:06,"Vehicle",254736s (~2.95 days),0.421190476190476,1269,21.334727,-157.8614604,"HI",1269,1,171.8802,NA,"AggieReverseGeocoder",NA,4.01,"2001 Aupuni St","Urban Honolulu","HI",96817,2079,16018084,"UrbanHNL",683000,"600k+"
"34",458455,"Broken / Vandalized signs","Closed","Graffiti-spray paint","12/13/2017 04:59:13 PM","03/22/2018 08:47:00 AM","(21.288175164, -157.83996968)",2017-12-13 16:59:13,2018-03-22 08:47:00,"RoadSafety",8524067s (~14.09 weeks),14.0940261243386,1346,21.288175164,-157.83996968,"HI",1346,1,437.505,NA,"AggieReverseGeocoder",NA,4.01,"1599 Ala Moana Blvd","Urban Honolulu","HI",96814,4601,23037006,"UrbanHNL",683000,"600k+"
"35",457668,"Vehicle","Closed","Parked next to fire hydrant","12/11/2017 02:49:53 PM","12/11/2017 02:57:57 PM","(21.439729384, -158.178973359)",2017-12-11 14:49:53,2017-12-11 14:57:57,"Vehicle",484s (~8.07 minutes),0.00080026455026455,969,21.439729384,-158.178973359,"HI",969,1,1109.4009,NA,"AggieReverseGeocoder",NA,4.01,"86-221 MOEHA ST","Waianae","HI",96792,NA,2902,"Leeward",375100,"300k+"
"36",456965,"Vehicle","Closed","Limo","12/08/2017 05:49:36 PM","12/12/2017 08:59:34 AM","(21.290625977, -157.798384494)",2017-12-08 17:49:36,2017-12-12 08:59:34,"Vehicle",313798s (~3.63 days),0.518845899470899,989,21.290625977,-157.798384494,"HI",989,1,0,NA,"AggieReverseGeocoder",NA,4.01,"3446 Pakui St","Urban Honolulu","HI",96816,2838,33040020,"UrbanHNL",683000,"600k+"
"37",456963,"Vehicle","Closed","Limo","12/08/2017 05:49:13 PM","12/12/2017 08:59:16 AM","(21.290625977, -157.798384494)",2017-12-08 17:49:13,2017-12-12 08:59:16,"Vehicle",313803s (~3.63 days),0.518854166666667,914,21.290625977,-157.798384494,"HI",914,1,203.1798,NA,"AggieReverseGeocoder",NA,4.01,"3446 Pakui St","Urban Honolulu","HI",96816,2838,33040020,"UrbanHNL",683000,"600k+"
"38",455411,"Vehicle","Closed","This Xterra is covered with bird droppings filled with junk and one window is down.","12/04/2017 10:54:38 AM","12/04/2017 03:43:32 PM","(21.288219785, -157.836372005)",2017-12-04 10:54:38,2017-12-04 15:43:32,"Vehicle",17334s (~4.82 hours),0.0286607142857143,1663,21.288219785,-157.836372005,"HI",1663,1,1031.2838,NA,"AggieReverseGeocoder",NA,4.01,"1701 Ala Wai Blvd","Urban Honolulu","HI",96815,1509,26013017,"UrbanHNL",683000,"600k+"
"39",454428,"Trash","Closed","Human Took a Dump right on a Bus Bench....","11/30/2017 02:51:18 PM","11/30/2017 03:17:16 PM","(21.282381012, -157.798430047)",2017-11-30 14:51:18,2017-11-30 15:17:16,"Trash",1558s (~25.97 minutes),0.0025760582010582,691,21.282381012,-157.798430047,"HI",691,1,1078.1665,NA,"AggieReverseGeocoder",NA,4.01,"3630 Waialae Ave","Urban Honolulu","HI",96816,3225,33007020,"UrbanHNL",683000,"600k+"
"40",454424,"Trash","Closed","Human Took a Dump right on a Bus Bench","11/30/2017 02:50:40 PM","11/30/2017 03:16:35 PM","(21.282381012, -157.798430047)",2017-11-30 14:50:40,2017-11-30 15:16:35,"Trash",1555s (~25.92 minutes),0.00257109788359788,1630,21.282381012,-157.798430047,"HI",1630,1,0,NA,"AggieReverseGeocoder",NA,4.01,"3630 Waialae Ave","Urban Honolulu","HI",96816,3225,33007020,"UrbanHNL",683000,"600k+"
"41",454365,"Vehicle","Closed","Silver Honda moon roof hood strip","11/30/2017 11:49:00 AM","11/30/2017 11:58:31 AM","(21.336370694, -157.854314617)",2017-11-30 11:49:00,2017-11-30 11:58:31,"Vehicle",571s (~9.52 minutes),0.000944113756613757,1112,21.336370694,-157.854314617,"HI",1112,1,718.7454,NA,"AggieReverseGeocoder",NA,4.01,"1317 Mamalu St","Urban Honolulu","HI",96817,1242,18032034,"UrbanHNL",683000,"600k+"
"42",452479,"Broken / Vandalized signs","Closed","Faded sign.  Thanks","11/24/2017 10:13:25 PM","11/27/2017 10:45:51 AM","(21.273655062, -157.823810171)",2017-11-24 22:13:25,2017-11-27 10:45:51,"RoadSafety",217946s (~2.52 days),0.36036044973545,305,21.273655062,-157.823810171,"HI",305,1,437.5357,NA,"AggieReverseGeocoder",NA,4.01,"130 Ohua Ave","Urban Honolulu","HI",96815,3642,26026012,"UrbanHNL",683000,"600k+"
"43",451046,"Vehicle","Closed","No tires. Full of trash.","11/19/2017 09:38:30 AM","11/20/2017 11:13:22 AM","(21.288956, -157.667252)",2017-11-19 09:38:30,2017-11-20 11:13:22,"Vehicle",92092s (~1.07 days),0.152268518518519,731,21.288956,-157.667252,"HI",731,1,536.813,NA,"AggieReverseGeocoder",NA,4.01,"296 Kipukai Pl","East Honolulu","HI",96825,2890,39105010,"EastHNL",959800,"900k+"
"44",449769,"Vehicle","Closed","Old junk car been sitting here for months","11/15/2017 08:23:16 AM","11/16/2017 01:52:21 PM","(21.295117711, -157.710927873)",2017-11-15 08:23:16,2017-11-16 13:52:21,"Vehicle",106145s (~1.23 days),0.175504298941799,1057,21.295117711,-157.710927873,"HI",1057,1,328.1324,NA,"AggieReverseGeocoder",NA,4.01,"521 Pepeekeo St","East Honolulu","HI",96825,5101,39038005,"EastHNL",959800,"900k+"
"45",448504,"Vehicle","Closed","Gold color. No license plate. Has been seen sitting in same spot from about/ around May of 2017","11/12/2017 08:39:33 PM","11/13/2017 12:36:06 PM","(21.398178232, -158.165205811)",2017-11-12 20:39:33,2017-11-13 12:36:06,"Vehicle",57393s (~15.94 hours),0.0948958333333333,660,21.398178232,-158.165205811,"HI",660,1,843.7284,NA,"AggieReverseGeocoder",NA,4.01,"87-1409 AKOWAI RD","Waianae","HI",96792,NA,102894,"Leeward",375100,"300k+"
"46",448503,"Vehicle","Closed","Car sits on bricks, tipping to the side. Windshield gone. Front end damaged( lights missing, bumper hanging off etc.) trunk open. Has license plate ( only on rear ) unable to make out numbers/ letters from my vantage point","11/12/2017 08:34:12 PM","11/13/2017 12:35:57 PM","(21.397759665, -158.164756437)",2017-11-12 20:34:12,2017-11-13 12:35:57,"Vehicle",57705s (~16.03 hours),0.0954117063492063,609,21.397759665,-158.164756437,"HI",609,1,828.0996,NA,"AggieReverseGeocoder",NA,4.01,"87-1423 AKOWAI RD","Waianae","HI",96792,NA,18126,"Leeward",375100,"300k+"
"47",447947,"Vehicle","Closed","optima","11/09/2017 06:38:02 PM","11/15/2017 03:16:14 PM","(21.329590862, -158.058004989)",2017-11-09 18:38:02,2017-11-15 15:16:14,"Vehicle",506292s (~5.86 days),0.837123015873016,215,21.329590862,-158.058004989,"HI",215,1,1374.9745,NA,"AggieReverseGeocoder",NA,4.01,"91-1039 PAPAA ST","Kapolei","HI",96707,NA,11595,"Leeward",570800,"500k+"
"48",446064,"Tree","Closed","Weeds on planting strip are tripping hazard.","11/03/2017 06:27:11 PM","11/06/2017 11:49:25 AM","(21.321343812, -157.803294002)",2017-11-03 18:27:11,2017-11-06 11:49:25,"Tree",235334s (~2.72 days),0.38911044973545,805,21.321343812,-157.803294002,"HI",805,1,328.1139,NA,"AggieReverseGeocoder",NA,4.01,"3441 Pipa Pl","Urban Honolulu","HI",96822,1221,29067061,"UrbanHNL",683000,"600k+"
"49",446054,"Vehicle","Closed","look at the picture","11/03/2017 05:43:55 PM","11/08/2017 09:47:07 AM","(21.648104653, -157.919416422)",2017-11-03 17:43:55,2017-11-08 09:47:07,"Vehicle",403392s (~4.67 days),0.666984126984127,220,21.648104653,-157.919416422,"HI",220,1,812.5009,NA,"AggieReverseGeocoder",NA,4.01,"55-129 NAUPAKA ST","Laie","HI",96762,NA,384313,"NorthShore",756000,"700k+"
"50",444845,"Vehicle","Closed","Stripped","10/31/2017 10:42:46 AM","10/31/2017 11:00:30 AM","(21.374713078, -157.780673052)",2017-10-31 10:42:46,2017-10-31 11:00:30,"Vehicle",1064s (~17.73 minutes),0.00175925925925926,406,21.374713078,-157.780673052,"HI",406,1,406.2536,NA,"AggieReverseGeocoder",NA,4.01,"1199 Auloa Rd","Waimanalo","HI",96734,4606,45035003,"Windward",604900,"600k+"
"51",443877,"Trash","Closed","Makai side of road","10/28/2017 01:50:54 PM","10/30/2017 08:50:03 AM","(21.255912635, -157.809032956)",2017-10-28 13:50:54,2017-10-30 08:50:03,"Trash",154749s (~1.79 days),0.255868055555556,796,21.255912635,-157.809032956,"HI",796,1,1093.7415,NA,"AggieReverseGeocoder",NA,4.01,"3381 Diamond Head Rd","Urban Honolulu","HI",96815,4723,31042003,"UrbanHNL",683000,"600k+"
"52",443714,"Vehicle","Closed","Rusted Anna held together with tie straps clear visible. Been there for over a week. Looks like dumped.","10/27/2017 02:37:46 PM","10/27/2017 04:00:21 PM","(21.330912741, -157.862008426)",2017-10-27 14:37:46,2017-10-27 16:00:21,"Vehicle",4955s (~1.38 hours),0.00819279100529101,1102,21.330912741,-157.862008426,"HI",1102,1,1171.8908,NA,"AggieReverseGeocoder",NA,4.01,"1739 Skyline Dr","Urban Honolulu","HI",96817,2004,16012047,"UrbanHNL",683000,"600k+"
"53",442530,"Vehicle","Closed","Been parked for over a month, has not moved tags expired","10/24/2017 03:21:12 PM","10/24/2017 03:27:26 PM","(21.35589203, -158.08270591)",2017-10-24 15:21:12,2017-10-24 15:27:26,"Vehicle",374s (~6.23 minutes),0.000618386243386243,86,21.35589203,-158.08270591,"HI",86,1,843.8003,NA,"AggieReverseGeocoder",NA,4.01,"92-1243 PANANA ST","Kapolei","HI",96707,NA,382624,"Leeward",570800,"500k+"
"54",441140,"Vehicle","Closed","Although on a private road, I believe a recent amendment allows the City to address concerns reported on abandoned private roads. The holder of the deed is nowhere to be found.","10/20/2017 12:33:55 PM","10/23/2017 01:16:34 PM","(21.265953, -157.814011)",2017-10-20 12:33:55,2017-10-23 13:16:34,"Vehicle",261759s (~3.03 days),0.432802579365079,1557,21.265953,-157.814011,"HI",1557,1,359.402,NA,"AggieReverseGeocoder",NA,4.01,"3820 Kanaina Ave","Urban Honolulu","HI",96815,4427,31027014,"UrbanHNL",683000,"600k+"
"55",438759,"Vehicle","Closed","Tires stripped and two wheels are flat, car has been there for weeks","10/15/2017 07:43:18 AM","10/18/2017 03:39:57 PM","(21.309753, -157.843857)",2017-10-15 07:43:18,2017-10-18 15:39:57,"Vehicle",287799s (~3.33 days),0.475858134920635,1705,21.309753,-157.843857,"HI",1705,1,1030.9986,NA,"AggieReverseGeocoder",NA,4.01,"1035 Prospect St","Urban Honolulu","HI",96822,3452,24016053,"UrbanHNL",683000,"600k+"
